,Price (in rupees),Carpet Area
948,6452.0,620.0
949,3699.0,516.0
950,10848.0,1321.0
951,13821.0,615.0
952,15455.0,540.0
953,4281.0,638.0
954,0.0,460.0
955,0.0,720.0
956,12857.0,728.0
957,14400.0,625.0
958,11444.0,586.0
959,4444.0,765.0
960,11556.0,586.0
961,10800.0,625.0
962,4615.0,500.0
963,0.0,620.0
964,11667.0,586.0
965,9787.0,470.0
966,4762.0,233.0
967,13500.0,1266.0
968,5686.0,1495.0
969,0.0,1170.0
970,16106.0,1120.0
971,4015.0,530.0
972,15852.0,650.0
973,0.0,739.0
974,11250.0,800.0
975,6061.0,363.0
976,19250.0,1175.0
977,7557.0,741.0
978,7557.0,741.0
979,7815.0,723.0
980,7703.0,740.0
981,7906.0,721.0
982,8299.0,723.0
983,9034.0,1350.0
984,8599.0,1035.0
985,0.0,335.0
986,12482.0,2043.0
987,12140.0,1977.0
988,8980.0,710.0
989,5375.0,1700.0
990,7385.0,650.0
991,7284.0,659.0
992,7385.0,650.0
993,13750.0,740.0
994,7738.0,273.0
995,7481.0,655.0
996,9600.0,750.0
997,7895.0,800.0
998,5618.0,890.0
999,17255.0,1275.0
1000,17045.0,1100.0
1001,6000.0,350.0
1002,8755.0,760.0
1003,4173.0,647.0
1004,6774.0,400.0
1005,8800.0,625.0
1006,6714.0,540.0
1007,7067.0,750.0
1008,7429.0,850.0
1009,0.0,330.0
1010,7679.0,405.0
1011,5357.0,705.0
1012,21923.0,1100.0
1013,8276.0,725.0
1014,8000.0,725.0
1015,8000.0,1225.0
1016,0.0,1050.0
1017,5882.0,1275.0
1018,7971.0,966.0
1019,6083.0,1085.0
1020,6296.0,1080.0
1021,15789.0,560.0
1022,7105.0,660.0
1023,7053.0,660.0
1024,10606.0,420.0
1025,5714.0,700.0
1026,14035.0,700.0
1027,11667.0,900.0
1028,8140.0,1075.0
1029,10535.0,950.0
1030,11278.0,1200.0
1031,6573.0,720.0
1032,23704.0,1100.0
1033,5600.0,800.0
1034,7179.0,40.0
1035,8903.0,1550.0
1036,15504.0,782.0
1037,3666.0,682.0
1038,11646.0,540.0
1039,0.0,700.0
1040,9630.0,1350.0
1041,7241.0,1450.0
1042,10444.0,400.0
1043,7742.0,1550.0
1044,4667.0,600.0
1045,13333.0,750.0
1046,8148.0,600.0
1047,9375.0,1200.0
1048,12059.0,890.0
1049,20930.0,1333.0
1050,7826.0,990.0
1051,17200.0,2500.0
1052,7451.0,700.0
1053,10092.0,565.0
1054,12915.0,485.0
1055,8333.0,480.0
1056,12857.0,280.0
1057,10000.0,1300.0
1058,10133.0,1122.0
1059,17797.0,750.0
1060,5167.0,400.0
1061,10435.0,690.0
1062,14966.0,1220.0
1063,9962.0,848.0
1064,11905.0,630.0
1065,27778.0,620.0
1066,0.0,550.0
1067,11250.0,1200.0
1068,11632.0,1195.0
1069,12174.0,1150.0
1070,12174.0,1150.0
1071,11667.0,1200.0
1072,12083.0,1200.0
1073,11429.0,500.0
1074,4400.0,1000.0
1075,9155.0,710.0
1076,9048.0,750.0
1077,12308.0,420.0
1078,14667.0,3000.0
1079,8000.0,700.0
1080,9459.0,721.0
1081,7639.0,550.0
1082,9615.0,450.0
1083,5410.0,647.0
1084,6000.0,500.0
1085,13000.0,1800.0
1086,0.0,286.0
1087,8497.0,1000.0
1088,14091.0,700.0
1089,8720.0,1250.0
1090,8755.0,1245.0
1091,9113.0,1240.0
1092,9200.0,1250.0
1093,0.0,340.0
1094,5077.0,400.0
1095,10070.0,440.0
1096,8824.0,1020.0
1097,11098.0,856.0
1098,7804.0,740.0
1099,6957.0,750.0
1100,4724.0,695.0
1101,18649.0,1200.0
1102,9825.0,800.0
1103,0.0,520.0
1104,7442.0,645.0
1105,10612.0,785.0
1106,10593.0,790.0
1107,6609.0,750.0
1108,7965.0,745.0
1109,8000.0,1050.0
1110,18750.0,1200.0
1111,9333.0,1125.0
1112,9333.0,1125.0
1113,9444.0,1080.0
1114,10667.0,750.0
1115,5135.0,779.0
1116,19780.0,900.0
1117,8889.0,990.0
1118,13077.0,440.0
1119,0.0,700.0
1120,9200.0,1250.0
1121,9167.0,600.0
1122,9783.0,1125.0
1123,7143.0,650.0
1124,9145.0,750.0
1125,4605.0,760.0
1126,5323.0,415.0
1127,29545.0,800.0
1128,9200.0,460.0
1129,0.0,972.0
1130,7077.0,650.0
1131,8522.0,700.0
1132,6000.0,400.0
1133,7843.0,765.0
1134,12000.0,400.0
1135,6429.0,450.0
1136,8451.0,475.0
1137,3543.0,508.0
1138,9865.0,700.0
1139,15000.0,600.0
1140,9714.0,1200.0
1141,9286.0,475.0
1142,6143.0,475.0
1143,0.0,700.0
1144,5844.0,385.0
1145,10838.0,450.0
1146,7857.0,450.0
1147,12132.0,870.0
1148,8762.0,1050.0
1149,11285.0,576.0
1150,4448.0,1490.0
1151,4762.0,630.0
1152,4480.0,890.0
1153,9583.0,1200.0
1154,16667.0,3600.0
1155,6047.0,1075.0
1156,8785.0,700.0
1157,0.0,500.0
1158,11607.0,1092.0
1159,5333.0,600.0
1160,11789.0,799.0
1161,7360.0,812.0
1162,8000.0,1000.0
1163,10000.0,800.0
1164,4696.0,575.0
1165,0.0,670.0
1166,5550.0,604.0
1167,8686.0,875.0
1168,5143.0,700.0
1169,17062.0,1055.0
1170,15094.0,1060.0
1171,7822.0,685.0
1172,4828.0,725.0
1173,14545.0,680.0
1174,6800.0,1250.0
1175,12455.0,700.0
1176,17073.0,725.0
1177,8462.0,800.0
1178,8571.0,350.0
1179,9627.0,625.0
1180,7914.0,417.0
1181,9215.0,1465.0
1182,5727.0,681.0
1183,7317.0,615.0
1184,9083.0,700.0
1185,14444.0,450.0
1186,5385.0,650.0
1187,6418.0,430.0
1188,14606.0,1027.0
1189,8333.0,1500.0
1190,11416.0,1130.0
1191,15500.0,390.0
1192,8529.0,1050.0
1193,8571.0,700.0
1194,9130.0,815.0
1195,6131.0,410.0
1196,11290.0,820.0
1197,12769.0,430.0
1198,7102.0,746.0
1199,11429.0,1400.0
1200,10602.0,1300.0
1201,7373.0,800.0
1202,5208.0,480.0
1203,4064.0,529.0
1204,12585.0,660.0
1205,10196.0,826.0
1206,25403.0,870.0
1207,8488.0,1350.0
1208,6259.0,468.0
1209,0.0,675.0
1210,7265.0,1170.0
1211,7083.0,1200.0
1212,17333.0,1500.0
1213,25670.0,1352.0
1214,10417.0,1200.0
1215,8036.0,1100.0
1216,5909.0,650.0
1217,9846.0,455.0
1218,7031.0,640.0
1219,9143.0,1750.0
1220,10452.0,1550.0
1221,10800.0,850.0
1222,10618.0,360.0
1223,6190.0,630.0
1224,7123.0,685.0
1225,10952.0,819.0
1226,9054.0,740.0
1227,6286.0,350.0
1228,16245.0,790.0
1229,6500.0,1000.0
1230,5000.0,425.0
